,target,TweetText
285578,0,"Biology went fine, to damn long though. Oh and thanks Holly, cant remember how to do the @ thing   Only Chemistry Left then summer hols!!"
1021709,4,TGIF!  I'm excited about he long holiday weekend.  
1261627,4,#looktohire @benkinney I think you can afford to hire someone for your yard work mr superstar  look.. http://tinyurl.com/mbwgfc
808671,4,"@electrikk ahhh, i've always liked rise against  who the hell's travis mccoy?"
1113550,4,"the clouds have rolled in, but it's still nice outside. "
483972,0,"@sarahG oh no not you too  its so stressful isn't it! Matt's far too laid back about it all, im scared of being homeless and in labour :p"
824292,4,@Silverlines - Um. Short haircut.. I hope it's not about the hairstyle that once we talked about before 
905522,4,@Holly2305 LOL Me too. Going out at 12am isn't as easy as it used to be 
459388,0,@iampritty ha ha ha...girl one week we :p the next  then we :pd then of course we :**##(#*#(*E$
1386924,4,@pink Aussies know awesome music when they hear it! 
328193,0,@_mer_mer how your yearbook? I'm still wait for my yearbook.. 
1313123,4,"@vardenrhode you better get your retweetin' pants on, I'm just updating my site because my book is here "
319921,0,says sad to say pero makakabukas lng me ng pc tuwing weekends at pag may assign  http://plurk.com/p/xw32n
1088791,4,im cool coase im wearing a spice girls shirt...i know your jealuos  
152727,0,Cant go to bed  . Dnt feel good... Any help? -P3@C3!!!-
551825,0,I hate it when your drinking your tea but you know you gotta get up and ready for work. I just kind of don't want to move. Or bed 
698366,0,wish i could celebrate fathers day with my daddy but hes not here  can you be my daddy? lol jk
813248,4,@notlost92 OOHH! sounds like you had an awesome day.. congrats girl! 
1100375,4,"@richiejenkins Gave one to my sis and mam  He didn't tell me they were in the bag, only noticed when i got home  Legend "
722341,0,oh so tired.... super bumed about my ipod tho 
1454544,4,time for me to log out! my daughter will be using the PC.  till next time tweepers!!!!!   
1347335,4,Is headed to lexington for the day/night! 
1134421,4,could go a milkshake 
466395,0,@glittergiggles hates being so tired while at work  Coffffeeee.... Bed to myself tonight so hopefully get a good snooze.....! x
484505,0,@DJonePL Big interior design product show in Chicago... went to it last year and it was AMAZING.  This year I am not so lucky... 
850906,4,"@fabulouslorrain i missed your earlier tweet about the fear. Don't push too hard, let things go naturally. It'll happen when it's time "
574383,0,is asking peopel to join twitter and add her 
1224581,4,@bassdread leave the country... that's my plan !  it's easier than you think. A better world awaits ! 
468055,0,"@Nataliee_ we're not aloud  and i walked through the middle of town, with it, looking like an idiot xD"
10056,0,"Snow mounted up to a couple of inches overnight, very pretty but I hope I don't lose my peaches, tree was in bloom "
1237622,4,@resilientheart Thanks for the #followfriday post!  
1373565,4,"&quot;Ewww, your not going to do that!&quot; Me: What? &quot; Use your breast milk- lacto= lactation&quot; Me: LOL! No, Silly! LOL!!! "
1102866,4,Starting to do Multitasking now thanks to @score95com 
750827,0,@hellorenee I miss Kitey Kite 
1351590,4,@HomemakerBarbi Thanks for the FF luv 
843726,4,is up way too early!!! but on my to the airport and back to new york! 
1341629,4,@modcons YOU WILL HAVE TO GET KEELY TO COOK YOU A SLAP UP MEAL WHEN YOU ARE BETTER AND CAN EAT PROPALY 
1575996,4,@melitie What did you get ? Lucky love ? A charming brasilian ? 
617646,0,"@ryanlange I was juust there getting a treat! I am here every tues/thurs for school, now I am stuck in class till 6 though "
1289550,4,"@living_autism Hello, there is an award for you over on my blog if you would like to take a peak  http://okesanne.blogspot.com/"
1151343,4,@JaimeMcKnight You need your rest Jaime! You had a very eventful day. Go to sleep and dream about that moment again. Enjoy it! 
16582,0,"OH AND BTW, QT FIREFOX PLZ "
245081,0,"@marvelvscapcom Damn it ! Everytime i check your page i am 3 minutes too late   I certainly will never ever get a redeem code, will i..."
1587066,4,@ordo where you thinking of moving to? that sounds nice 
1225356,4,Re doing my room daneil craig is the feature for this month followed by Zac Efron then the jonas bros  good month
923784,4,"reading eclipse, need to finish it "
806394,4,@paulmonkey I knew I shouldn't have asked!  
1370747,4,I'm off to bed  Goodnight all.
10886,0,@micknsk some people just like to spam 
16038,0, sad faces! It looked like someone died!
1594570,4,"i drove from paseo to my house all alone, yay "
579335,0,@NiaBPretty shit really hurts my heart for that to come from you  lol
1492326,4,@shrick are tweeting yourself a reminder? Get iPhone and add mint application 
1168813,4,@ttwriter I forgot the t in can't...you know what I meant though  Tell Mr. LA I said what's up!!!
287766,0,@therealpickler i hope you feel better darlin' 
691429,0,Hangover was a lot funnier than i thought!!!! Vegas... Missing vegas 
407966,0,Ahh.. downloading One tree hill and Heroes season 2. Heroes please don't let me down! 
198463,0,"last night in Shanghai, then off to the States in the morning. I'll miss u China! "
1514701,4,@mannny me too!  haha i take it your watchin it on hbo?
384561,0,@Gailporter stop it..sky Plussed it..don't gve it away 
942131,4,"Got let out off college early today! Finished at 1, home for 1:30, tennis on at 1:32! Now this is more like it "
1136145,4,@xohsnap OMG YOU'RE FINALLY FRIENDS WITH THE EMO FAG!!! 
769909,0,Stuck in some major traffic an my battery is about to die 
907504,4,Good Morning Twits!  Let's makes today x100 better than the one before! Start runnin
1423911,4,Goodnight London 
187124,0,@stylishstepho I don't know  he's done. This Corey Holocomb guy is pretty funny too.
1433628,4,"what i learned from &quot;New in Town&quot;: &quot;this is not gossip, it's news&quot; (about life in small towns) "
1432256,4,"Man, we have got some hot pitchers on the Tigers this year! Go Jackson! "
740670,0,"I don't feel like moving..I wanna stay in bed, but I have church "
448538,0,"@sxgx oh man, i think i'm the lamest of all your friends. i almost went to that show, too. "
1230751,4,At Delhi International airport. Its a world class terminal now. Amazing food court and wifi 
392047,0,@emmaxatl  which makes me sad.
879426,4,just saw Bra Boys and really liked it! 
1492506,4,"@jasonsantamaria Hi Jason, you've been featured at http://bit.ly/zXmEp "
640530,0,How many times have you eaten today? I know I was so out of it. Javier could have totally tooken advantage of me  ha ha!
1430642,4,"qot my blast, burqer &amp; pepsi. im such a fatass lOlSz. &amp; qot to see my bestieee "
315219,0,Brian Lake has played the 'help @troyjh 's dreamteam out' card at the tribunal and gotten off. 
86118,0,i'm watching video's of the taylor swift concert i missed and it looks so amazing   next time for sure 
1108958,4,Snitches get Stitches!!! 
1343197,4,curious case of benjamin button... 
981715,4,@yolie81 LOL.  Definitely a no.  
1552606,4,"you dont know me but, i follow you on twitter ... "
381229,0,@bradiewebbstack please stop picking on me Bradie your realy starting to hurt my feelings 
1474979,4,@jiamiin - happy birthday! x have a blast! dinner when you're back ok? 
52481,0,I REALLY hope that Chocolate Bears phone isn't broken cus I REALLY need to talk to him and see him...bah 
1061673,4,"Hahaha, dad just had mouth surgery. Can't talk. "
991983,4,@beardoctor I shall listen to the music from home this evening - it's all blocked here at work! But thank you for the thought 
1426884,4,@ChefBoirPea If you don't like them you can always cut them out and get a ceaser 
82727,0,"@fallenstar_ i'm still not getting the editing tools, and my things on enhanced "
1495822,4,@BuzzPhotography &lt;-Follow me...BNP Yorkshire #eu09 Humber MEP Nick Griffin Tony's European Parliament Labour Yasmina (TRUE TWITTER PIMPIN 
1132128,4,Thats it goodnight all 
748331,0,Just left the denist. Not feeling so happy 
1107887,4,"@ringworld very... you'll see soon, if you subscribe to me... which you probably do seen as you follow me "
1227138,4,final week! easiest week of my life 
533700,0,moshan!!! i luv you!!! and i miss E! 
31,0,thought sleeping in was an option tomorrow but realizing that it now is not. evaluations in the morning and work in the afternoon! 
1581521,4,What a long 4 hours at work!  Got AWOP'd at 0300.  Glad to be home 
832462,4,"@mburleson I'm sad I missed it, was asleep  Been looking for one at that price for a while!"
6107,0,really wishes her jaw would stop hurting.  
953462,4,is going to see the new termintor movie alone lol 
306796,0,"@Stephlee77  I'm sorry your day was rough Steph...but honestly, it's not costing me anything to send Catching Fire to you.."
1197647,4,MTV MOVIE Awards and The replay of the Oprah Effect on TV tonight! Thank God for DVR! 
26680,0,Hate feeling this way 
145444,0,getting ready for work! BOO!!! Wish I wasn't closing 
587609,0,Home from school sick and mum has me cooking for her &amp; her friend! How is this fair!? 
52257,0,@ariellecg i wish you were at bamboozle too 
667668,0,back from downtown.... really not feelin so well 
1083087,4,@crazycool2009 but i wanna look anorexic..  ya ure rite im skinny..but i still prefer fruits over junk food..
1253503,4,@ddlovato ahah thats funny ! 
218103,0,"@Kayteaface you mean you haven't watched s4 or 5?  Well the finale of s5 was shocking, and s3 finale was kinda sad "
1053181,4,Ahh good morning 
1453095,4,"enjoyed her late night, throw back text conversation with an old O-Team favorite "
760797,0,i think i may have gone up from a size 4 to a 6 
1105886,4,@1ChicMommy NP 
528509,0,@MushroomChannel I didn't mention that my kids didn't actually eat this.  
196526,0,can't believe I have to go through it all again 
483572,0,Band calls: complete. Now I have to clean up my room 
642339,0,@misskepik including july?  http://myloc.me/4qxl
1020132,4,@BobonicKalonick better than the BUBBLE 
370028,0,Saw the hangover. Was good. SAT Tomrw 
913934,4,@james_a_michael i plan on it! Goodnight 
1178808,4,@ElkeTheStallion I guess the wings will offer reason 2 appreciate something else. 
1450827,4,awesome lesson of circuits 2 from rwy 25 today at redcliffe. beautiful weather. 
1367446,4,Super cold out at the baseball game. Brrr!!! At least they were crushing the competition 9-0 in the second inning. Hot tea time now 
1357759,4,"@slimks1075 Slimmm tasty!  was just reminiscing (once again) about you, Kimmie &amp; me &amp; the 3 Vega bleez on the road...those were the days! "
1049355,4,Can't sleep-in on vacation trips.  I wake up ready to explore the new surroundings. Melisa doesn't share my morning enthusiasm. 
572198,0,Getting ready for my calc class 
653352,0,"@willtompsett oh thats fine then, i dont need2be older! xcellent, im in the queue then with all the rest "
1393418,4,Good morning twitter 
470262,0,"@LinneaHH thanks for ur concern, unfortunately it's not  This is the worst one so far."
1375515,4,Had a great day! Now to bed..see u in the morning 
1204991,4,Off to the city in Melbourne to do some shopping. 
1272960,4,@thetricktolife I like the Greg James jingle version of that song! 
433720,0,@ShystieUK well you seemed to get by okay without any other suggestions from me! I couldn't hack it - fell stone cold asleep mid-message 
1595734,4,@AcrossTheSkies Thanks for that haha.  The randoms do seem a bit rigged though.
1106298,4,awakeeeee. going to see my baby laterr 
6223,0,keeping Belle home from school for the 2nd day in a row.  Ear infection and crazy seal-sounding cough. 
1291377,4,@spacehotel I was listening to 'Attack of the Grey Lantern' the other day.    Great album!!
567319,0,@TaraNicolePDGG he was texting and when i asked him for a hug he didn't even look at me just put his arm up and patted me on the back 
1325082,4,"@dennismons Picture should be showing now. No problem, glad I could help. "
